
east:821070.0, north:807840.0, Cheung Chau, 長洲
east:819377.0, north:825385.0, Grand Pacific Views Block 3, 浪琴軒第3座
east:819342.0, north:825413.0, Grand Pacific Views Block 5, 浪琴軒第5座
east:819309.0, north:825443.0, Grand Pacific Views Block 6, 浪琴軒第6座
east:836073.0, north:818052.0, Pacific Building, 太平洋大廈
east:835510.0, north:810529.0, Pacific Chandlers, 海濱廊紀念品站
east:835172.0, north:817672.0, Pacific Club, 太平洋會
east:820927.0, north:807018.0, Pacific Garden, 悅福花園
east:834224.0, north:815792.0, Pacific House, 太平行
east:815508.0, north:829295.0, Pacific House, 澤安樓
east:835868.2, north:817511.8, PACIFIC LODGE, PACIFIC LODGE
east:835777.0, north:818170.0, Pacific Mansion, 太平洋大廈
east:838953.0, north:816527.0, PACIFIC PALISADES, 寶馬山花園
east:835088.0, north:815382.0, PACIFIC PLACE, 太古廣場
east:832021.0, north:816412.0, Pacific Plaza, 太平洋廣場
east:840534.0, north:810126.0, PACIFIC VIEW, 浪琴園
east:819406.0, north:825317.0, Grand Pacific Views Club House, 浪琴軒會所
east:841188.0, north:819299.0, One Pacific Centre, 1亞太中心
east:833153.0, north:816429.0, ONE PACIFIC HEIGHTS, 盈峰一號
east:835539.2, north:819574.4, BEGIN COFFEE, 初咖啡
east:839428.37072593, north:827801.3319428, Lov Lov Coffee, 笠笠咖啡
east:819456.0, north:825446.0, GRAND PACIFIC HEIGHTS, 海琴軒
east:819389.0, north:825385.0, GRAND PACIFIC VIEWS, 浪琴軒
east:833153.5, north:816430.3, CLUB PACIFIC, CLUB PACIFIC
east:838896.0, north:816533.0, Pacific Palisades Block 1, 寶馬山花園1座
east:839035.0, north:816537.0, Pacific Palisades Block 10, 寶馬山花園10座
east:839050.0, north:816546.0, Pacific Palisades Block 11, 寶馬山花園11座
east:839065.0, north:816556.0, Pacific Palisades Block 12, 寶馬山花園12座
east:839061.0, north:816521.0, Pacific Palisades Block 15, 寶馬山花園15座
east:839076.0, north:816509.0, Pacific Palisades Block 16, 寶馬山花園16座
east:839092.0, north:816501.0, Pacific Palisades Block 17, 寶馬山花園17座
east:838919.0, north:816531.0, Pacific Palisades Block 2, 寶馬山花園2座
east:838938.0, north:816537.0, Pacific Palisades Block 3, 寶馬山花園3座
east:838950.0, north:816565.0, Pacific Palisades Block 5, 寶馬山花園5座
east:838962.0, north:816548.0, Pacific Palisades Block 6, 寶馬山花園6座
east:838978.0, north:816533.0, Pacific Palisades BLock 7, 寶馬山花園7座
east:838994.0, north:816526.0, Pacific Palisades Block 8, 寶馬山花園8座
east:839016.0, north:816530.0, Pacific Palisades Block 9, 寶馬山花園9座
east:840506.0, north:810069.0, Pacific View Block 1, 浪琴園1座
east:840528.0, north:810080.0, Pacific View Block 2, 浪琴園2座
east:840550.0, north:810093.0, Pacific View Block 3, 浪琴園3座
east:840568.0, north:810116.0, Pacific View Block 4, 浪琴園4座
east:840582.0, north:810137.0, Pacific View Block 5, 浪琴園5座
east:835218.5, north:817682.8, PACIFIC CLUB KOWLOON, 九龍太平洋會
east:819340.0, north:825335.0, Grand Pacific Resort Club, 太平洋遊樂會
east:819468.0, north:825525.0, Grand Pacific Heights Block 10, 海琴軒第10座
east:819440.0, north:825415.0, Grand Pacific Heights Block 7, 海琴軒第7座
east:819453.0, north:825446.0, Grand Pacific Heights Block 8, 海琴軒第8座
east:819465.0, north:825489.0, Grand Pacific Heights Block 9, 海琴軒第9座
east:819454.0, north:825342.0, Grand Pacific Views Block 1, 浪琴軒第1座
east:819415.0, north:825362.0, Grand Pacific Views Block 2, 浪琴軒第2座
east:819377.0, north:825385.0, Grand Pacific Views Block 3, 浪琴軒第3座
east:819342.0, north:825413.0, Grand Pacific Views Block 5, 浪琴軒第5座
east:819309.0, north:825443.0, Grand Pacific Views Block 6, 浪琴軒第6座
east:836073.0, north:818052.0, Pacific Building, 太平洋大廈
east:835510.0, north:810529.0, Pacific Chandlers, 海濱廊紀念品站
east:835172.0, north:817672.0, Pacific Club, 太平洋會
east:820927.0, north:807018.0, Pacific Garden, 悅福花園
east:834224.0, north:815792.0, Pacific House, 太平行
east:815508.0, north:829295.0, Pacific House, 澤安樓
east:835868.2, north:817511.8, PACIFIC LODGE, PACIFIC LODGE
east:835777.0, north:818170.0, Pacific Mansion, 太平洋大廈
east:838953.0, north:816527.0, PACIFIC PALISADES, 寶馬山花園
east:835088.0, north:815382.0, PACIFIC PLACE, 太古廣場
east:832021.0, north:816412.0, Pacific Plaza, 太平洋廣場
east:840534.0, north:810126.0, PACIFIC VIEW, 浪琴園
east:819406.0, north:825317.0, Grand Pacific Views Club House, 浪琴軒會所
east:841188.0, north:819299.0, One Pacific Centre, 1亞太中心
east:833153.0, north:816429.0, ONE PACIFIC HEIGHTS, 盈峰一號
east:820250.0, north:807028.0, SAI TAI ROAD FITNESS CORNER, 西堤道健身園地
east:837470.0, north:811366.0, House 3, 第三座
east:832377.0, north:840169.0, Tower 3, 第三座
east:831116.0, north:814660.0, 3 Consort Rise Block 3-4, 金粟街3號3-4座
east:825459.268925, north:825927.945800001, Route 3, 3號幹線
east:831508.0, north:813669.0, Cyberport 3, 數碼港三座
east:828502.0, north:825836.0, Belvedere Garden Phase 3 Block 3, 麗城花園第三期第3座
east:814967.0, north:830471.0, Po Wah Garden Phase 3 Block 3, 寶華花園第3期3座
east:818599.0, north:835527.0, Dragon Park 3, 龍園３區
east:820749.0, north:835049.0, Kam Yuen III, 金園三期
east:843673.0, north:808627.0, DAG 3, 鶴咀3號天線
east:843200.0, north:832717.0, Tower 3, 第3座
east:834754.0, north:815418.0, Cafe & Bar, 
east:834219.5, north:815780.9, CIGARRO BAR, CIGARRO BAR
east:839679.80916791, north:816961.65169631, SE-Bar, 社企吧！
east:831114.0, north:814669.0, 3 CONSORT RISE, 金粟街３號
east:836364.0, north:822416.0, 3 Ede Road, 三號義德道
east:833719.0, north:814256.0, 3 PLUNKETT'S ROAD, 賓吉道三號
east:831188.0, north:814631.0, 27 Consort Rise House 3, 三號屋
east:836317.0, north:825818.0, Festival City III Tower 3, 盛世第三座
east:836111.0, north:820122.0, 3 Julia Avenue, 棗梨雅道3號
east:830900.0, north:822600.0, CONTAINER TERMINAL 3, 三號貨櫃碼頭
east:834270.0, north:816568.0, PIER 3 GARDEN, 三號碼頭花園
east:824192.0, north:833742.0, BLK 3, 沁苑第三座
east:839930.0, north:809073.0, Carmelia Block 3, 第3座
east:819584.0, north:817509.0, Beach Village Block 3, 碧濤第3座
east:819508.0, north:817455.0, Beach Village Block 3, 碧濤第3座
east:837732.0, north:819646.0, 3 Yuk Yat Street, 旭日街3號
east:848716.0, north:815228.0, Fairway Vista House 3, 翡翠別墅3座
east:818776.0, north:834405.0, Blk 3, 屏湖花園3座
east:820350.0, north:817288.0, Crestmont Villa Block 3, 倚濤軒第3座
east:819904.0, north:817415.0, La Costa Block 3, 海堤居第3座
east:817549.0, north:832640.0, Parkview Garden Block 3, 柏雨花園3座
east:830987.0, north:841243.0, Vivid Villa Block 3, 全采居第三座
east:821496.0, north:831786.0, Block 3, 恆昌花園第三座
east:826147.0, north:831654.0, Block 3, 斌悅花苑第三座
east:831282.0, north:814020.0, Carrianna Sassoon Block 3, 第3座
east:837482.0, north:811044.0, Double Bay Block 3, 第3座
east:845593.0, north:817248.0, Sea To Sky Tower 3, 第三座
east:832217.0, north:822869.0, GREENWOOD VILLAS PHASE 3, 曉峰居第3期
east:824234.0, north:823696.0, PARK ISLAND PHASE 3, 珀麗灣第3期
east:820953.0, north:832506.0, Silver Garden Block 3, 瑞霞花園3座
east:836502.0, north:812527.0, Ansaldo House 3, 南天第3號獨立屋
east:845904.0, north:820859.0, The Villa Horizon Block 3, 海天灣3座
east:838679.0, north:823063.0, Tsz Lok Estate Phase 3, 慈樂邨（三期）
east:838679.0, north:823060.0, TSZ LOK ESTATE PHASE 3, 慈樂邨(三期)
east:841192.0, north:819523.0, Tower 3, 第3座
east:835881.2, north:818031.9, JOE'S BILLIARDS & BAR, JOE'S BILLIARDS & BAR
east:836680.0, north:815409.1, MAMADAY RESTAURANT & BAR, 嘛嘛地
east:835580.6, north:819699.6, Moona Lounge & Bar, Moona Lounge & Bar
east:833309.70846497, north:816251.47407219, ohms café & bar, 順·逆 珈琲酒館
east:836087.1, north:818091.8, JOLLY RESTAURANT, 壹食就醉
east:851470.0, north:825320.0, Kai Chau, 雞洲
east:831420.0, north:839369.0, Kai Leng, 雞嶺
east:801200.0, north:808680.0, Peaked Hill, 雞翼角
east:838067.0, north:824166.0, Unicorn Ridge, 雞胸山
east:849170.0, north:845363.0, Kai Kung Leng, 雞公嶺
east:826713.797, north:836039.272, Kai Kung Leng, 雞公嶺
east:851200.0, north:845500.0, Kai Kung Pai, 雞公排
east:847940.0, north:830742.0, Kai Kung Shan, 雞公山
east:801905.0, north:810128.0, Kai Kung Shan, 雞公山
east:850690.0, north:845580.0, Kai Kung Tau, 雞公頭
east:849150.0, north:825550.0, KAI LUNG WAN, 雞籠灣
east:848568.0, north:834274.0, Kai Ma Tung, 雞麻峒
east:849243.0, north:844940.0, Kai Pei Ngam, 雞鼻岩
east:855618.0, north:821181.0, Kai Yi Wan, 雞魚環
east:847880.0, north:811380.0, Kai Yue Tam, 雞魚氹
east:858420.0, north:831220.0, Kam Kai Wan, 金雞灣
east:840124.0, north:834457.0, Tong Kai Tseng, 劏雞井
east:835526.1, north:819769.6, 名都酒店, 名都酒店
east:833863.0, north:842543.0, HA SHAN KAI WAT, 下山雞乙
east:840650.0, north:842842.0, KAI KUK SHUE HA, 雞谷樹下
east:816549.57777, north:835548.87417, KAI PAK LING ROAD, 雞伯嶺路
east:833550.0, north:842630.0, SHEUNG SHAN KAI WAT, 上山雞乙
east:831347.0, north:839383.0, , 雞嶺村公所
east:835582.0, north:825451.0, K.K. Terrace, 雞記臺
east:835739.0, north:819938.0, Golden Era Plaza, 金雞廣場
east:832687.0, north:812901.0, KAI LUNG WAN FRESH WATER SERVICE RESERVOIR, 雞籠灣食水配水庫
east:830367.0, north:832428.0, Kadoorie Farm & Botanic Garden Chicken House, 嘉道理農場暨植物園雞舍
east:830325.0, north:832402.0, Kadoorie Farm & Botanic Garden Chicken House, 嘉道理農場暨植物園雞舍
east:830340.0, north:832429.0, The Norman Wright Memorial Chicken Display, 胡禮先生紀念雞舍及展覽中心
east:836341.0, north:821216.0, Essex Lodge, 雅悉酒店
east:836357.0, north:821452.0, Fashion Inn, 金屋酒店
east:836267.0, north:821243.0, Personage Hotel, 名人酒店
east:834847.0, north:820563.0, Starphire Hotel, 星淮酒店
east:835742.0, north:817371.0, The Peninsula, 半島酒店
east:821363.0, north:807690.0, Warwick Hotel, 華威酒店
east:834184.0, north:816414.0, Four Seasons Hotel, 四季酒店
east:835784.0, north:815838.0, Grand Hyatt Hotel, 君悅酒店
east:822486.0, north:833916.0, Sun Kong Hotel, 新港酒店
east:818030.0, north:814777.0, Mui Wo Holiday Inn, 梅窩酒店
east:836340.0, north:821522.0, Corinne Hotel, 歌朗妮酒店
east:831359.0, north:839387.0, Kai Leng Playground, 雞嶺遊樂場
east:831299.0, north:839389.0, Kai Leng Sitting-out Area, 雞嶺休憩處
east:831357.0, north:839375.0, Kai Leng Tsuen Public Toilet, 雞嶺村公廁
east:829467.9, north:822744.1, RAMBLER GARDEN HOTEL, 華逸酒店
east:829396.2, north:822553.6, RAMBLER OASIS HOTEL, 青逸酒店
east:835751.3, north:817373.1, THE PENINSULA HONG KONG, 半島酒店
east:836327.3, north:817708.6, THE ROYAL GARDEN, 帝苑酒店
east:816995.0, north:825874.0, GOLD COAST HOTEL, 黃金海岸酒店
east:835563.0, north:818306.0, San Diego Hotel, 聖地牙哥酒店
east:834029.0, north:815817.0, WINNER BUILDING, 榮華大廈
east:842603.0, north:813869.0, Winner Centre Block A, 永利中心A座
east:842623.0, north:813884.0, Winner Centre Block B, 永利中心B座
east:842626.0, north:813860.0, Winner Centre Block C, 永利中心C座
east:833140.0, north:816155.0, Winner Court Block 1, 榮華閣1座
east:837508.0, north:818838.0, Winner Building, 榮業大廈
east:837003.0, north:814537.0, Winner Building, 永勝大廈
east:835349.0, north:819503.0, Winner Building, 祥發大廈
east:842617.0, north:813871.0, WINNER CENTRE, 永利中心
east:835578.1, north:818767.9, WINNERS CLUB, 水運會
east:833148.0, north:816152.0, WINNER COURT, 榮華閣
east:837015.0, north:814539.0, Winner House, 常德樓
east:838244.0, north:816790.0, Winner House, 雲華大廈
east:839320.0, north:829710.0, WINNERS LODGE, 恒勝苑
east:835452.0, north:820106.0, WINNER MANSION, 永如大廈
east:841490.0, north:815438.0, Winner Mansion, 永華大廈
east:841486.0, north:815432.0, Winner Centre, 永華商場
east:834768.96447043, north:821741.57409755, BILLION WINNER HOLDINGS, 勝億集團
east:835692.0, north:819125.0, Metro Winner Hotel, 凱都酒店
east:833560.3, north:836403.0, UNION WINNER LIMITED, 友利車行有限公司
east:836616.0, north:815656.0, Winner Commercial Building, 榮華商業大廈
east:840966.0, north:819091.0, Winner Factory Building, 幸運工業大廈
east:824383.44604663, north:833893.94637218, WINNER AUTO SERVICE CO, 捷勝汽車服務公司
east:834028.0, north:815809.0, Winner Building Block A, 榮華大廈A座
east:834031.0, north:815786.0, Winner Building Block A, 榮華大廈A座
east:834032.0, north:815827.0, Winner Building Block B, 榮華大廈B座
east:833149.0, north:816143.0, Winner Court Block 2, 榮華閣2座
east:837203.0, north:835425.0, Winner Food Products Ltd., 永南食品有限公司
east:837419.0, north:834997.0, Winner Food Products Ltd., 永南食品有限公司
east:840817.70571013, north:819276.26045892, MAX WINNER MOTORS SERVICE PAINTING LIMITED, 成誠汽車焗油有限公司
east:842617.0, north:813871.0, Winner Centre Car Park, 永利中心停車場
east:842617.0, north:813871.0, Wellcome Supermarket-Winner, 惠康超級市場-永利
east:836787.0, north:826408.0, Winner Building (Previous Name), 永南大廈 (前稱)
east:834031.0, north:815786.0, Winner Building (Other Name), 榮華大廈前座 (別稱)
east:830116.0, north:825205.0, Winner Godown Limited (Previous Name), 永南貨倉有限公司 (前稱)
east:837015.0, north:814539.0, 7-Eleven Store-Winner House, 7-11便利店-常德樓
east:842636.247, north:813868.361, Cinema City - Chai Wan, Winner Centre, Cinema City - 柴灣, 永利中心
east:842782.3, north:813928.9, CHINA DISPENSARY O/B PROFIT WINNER INC LIMITED, 中國藥房
east:820849.6, north:833759.8, NAM PEK GINSENG MEDICINE PHARMACY CO. O/B PERFECT WINNER ENTERPRISES LTD., 南北中西大藥房
east:837507.17621356, north:818838.09116605, UNITED TAXI SERVICE COMPANY, 聯合的士服務公司
east:837499.86095106, north:818820.32552861, CHE WAH MOTOR SERVICE COMPANY LIMITED, 車華汽車服務有限公司
east:837509.26628853, north:818836.59825534, U E E LTD (Hung Hom), U E E LTD (紅磡)
east:837509.26628855, north:818838.53903925, U.E.E. (HONG KONG) LIMITED (Hung Hom), U.E.E. (HONG KONG) LIMITED (紅磡)
east:834032.0, north:815836.4, LE JARDIN CLUB, LE JARDIN CLUB
east:837003.0, north:814537.0, Recycling Organisations and Collection Points: Japan Home Centre, 回收機構及收集點： 日本城
east:842619.8, north:813837.5, Wi-Fi.HK Hotspot Locations: PCCW Phone Booth, Wi-Fi.HK 熱點位置: 電訊盈科電話亭
east:842622.87906611, north:813837.72894313, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07629), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07629)
east:837015.0, north:814539.0, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 05790), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 05790)
east:836806.0, north:826439.0, Winner Building Substation, 永南工業大廈變電站
east:835534.0, north:820240.0, Chip Lee Building, 捷利大廈
east:837504.19039208, north:813946.27064692, CHIP MOTOR SERVICE (HOP KEE), 伍讓車房 (合記)
east:836125.0, north:811845.0, Giant Panda Exhibit (Previous Name), 香港賽馬會四川奇珍館 (前稱)
east:836125.0, north:811845.0, The Hong Kong Jockey Club Giant Panda Habitat (Previous Name), 香港賽馬會大熊貓園 (前稱)
east:836127.8, north:812018.3, Wi-Fi.HK Hotspot Locations: Giant Panda Adventure, Ocean Park, Wi-Fi.HK 熱點位置: 海洋公園 - 大熊貓之旅
east:835534.0, north:820240.0, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 05404), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 05404)
east:821621.262, north:807094.43863, DON BOSCO ROAD, 思高路
east:821721.0, north:807176.0, Don Bosco Road Garden, 思高路花園
east:831430.0, north:825276.0, Don Bosco Youth Centre, 鮑思高青年中心
east:821590.5, north:807203.2, JOCKEY CLUB CHEUNG CHAU DON BOSCO YOUTH CENTRE, 賽馬會長洲鮑思高青年中心
east:821569.0, north:807203.0, J.C.C.C. Don Bosco Youth Centre, 賽馬會長洲鮑思高青年中心
east:831400.0, north:825259.0, SALESIANS OF DON BOSCO NG SIU MUI TECHNICAL SCHOOL, 天主教慈幼會伍少梅工業學校
east:831416.0, north:825290.0, Salesians of Don Bosco Ng Siu Mui Secondary School, 天主教慈幼會伍少梅中學
east:821726.0, north:807030.0, Don Bosco Road Sitting-out Area, 思高路休憩處
east:832184.0, north:816250.0, Salesians of Don Bosco - St. Anthony's House, 鮑思高慈幼會-聖安多尼會院
east:836087.1, north:818091.8, JOLLY RESTAURANT, 壹食就醉
east:832099.1071713, north:825128.17185501, MacLehose Restaurant, 麥理浩餐廳
east:832160.0, north:816195.0, Salesians of Don Bosco Provincial Office (Other Name), 天主教鮑思高慈幼會辦事處 (別稱)
east:840957.44215241, north:819405.84510859, Hong Lin Restaurant, 康年餐廳
east:836680.0, north:815409.1, MAMADAY RESTAURANT & BAR, 嘛嘛地
east:835843.34361964, north:815439.86864013, Our City Love Restaurants, 友善香港好餐廳
east:835462.3, north:819727.8, UPPER BAR AND RESTAURANT, UPPER BAR AND RESTAURANT
east:821555.0, north:807171.0, , 
east:821716.0, north:806971.0, SEASCAPE PENINSULA, 海濤半島
east:821656.0, north:807131.0, SALESIAN RETREAT HOUSE, 慈幼靜修院
east:814219.0, north:827028.0, Tuen Mun Recreation and Sports Centre General Restaurant and Pro Shop, 屯門康樂體育中心餐廳及體育用品專門店
